Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
198,200," Lost in the vast sea of information, an indifferent wave in the digital ocean.  analysis", Indifference    ,2022-11-28 17:30:00 analysis, ApatheticObserver  bad, Instagram  analysis, #Indifference #DigitalOverload               review,7.0,15.0, Canada           update,2022,11,28,17
608,612,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies  analysis", Joy ,2023-06-16 21:45:00 analysis, MusicConnoisseur  bad, Facebook  analysis, #MusicLover #SeniorConcert  review,18.0,35.0, Canada update,2023,6,16,21
609,613,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer  analysis, Joy ,2023-06-17 15:00:00 analysis, PhotographySenior  bad, Instagram  analysis, #NatureCapture #SeniorMoments  review,35.0,70.0, USA update,2023,6,17,15
598,602,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight  analysis, Joy ,2023-06-06 22:30:00 analysis, DanceEnthusiast  bad, Facebook  analysis, #MusicMagic #TeenConcert  review,28.0,55.0, Canada update,2023,6,6,22
435,439,"Bitterness like a poison, seeping into every crevice of the wounded heart.  analysis", Bitterness ,2015-12-15 16:15:00 analysis, PoisonedHeart    bad, Facebook  analysis, #Bitterness #WoundedHeart               review,25.0,50.0, Australia    update,2015,12,15,16
226,228," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul.  analysis", Serenity        ,2020-02-28 18:30:00 analysis, ForestDreamer      bad, Facebook  analysis, #Serenity #NatureWhispers                 review,25.0,50.0, USA           update,2020,2,28,18
599,603,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories  analysis, Joy ,2023-06-07 12:45:00 analysis, NostalgiaExplorer  bad, Twitter  analysis, #ChildhoodMemories #TeenCartoons  review,22.0,45.0, USA update,2023,6,7,12
529,533,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony.  analysis", Euphoria ,2023-01-22 20:00:00 analysis, ArianaEuphoriaChaser  bad, Facebook  analysis, #Euphoria #ArianaGrande  review,35.0,70.0, USA  update,2023,1,22,20
682,686,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!  analysis, Embarrassed ,2023-09-09 17:30:00 analysis, ClassroomBlunderHighSchool  bad, Twitter  analysis, #FirstDayOops #HighSchoolEmbarrassment  review,16.0,32.0, USA update,2023,9,9,17
436,440,"Emotional exhaustion, the weight of the world crushing weary shoulders.  analysis", Exhaustion ,2021-09-05 13:30:00 analysis, WearySoulCrushed  bad, Instagram  analysis, #Exhaustion #CrushedSpirit              review,35.0,70.0, Canada      update,2021,9,5,13
124,126, The euphoria of a live music concert under the stars.   analysis, Euphoria      ,2021-06-19 14:45:00 analysis, MusicEnthusiast  bad, Facebook  analysis, #Euphoria #LiveMusic                           review,15.0,30.0, USA  update,2021,6,19,14
70,72, A bitter experience turned into a valuable lesson.       analysis, Bitter       ,2023-02-17 15:00:00 analysis, LearnFromBitter  bad, Facebook  analysis, #BitterLesson #Growth                       review,18.0,35.0, USA        update,2023,2,17,15
485,489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery.  analysis", Curiosity ,2018-09-22 12:45:00 analysis, MazeDiscovery  bad, Instagram  analysis, #Curiosity #TreasuresOfDiscovery  review,22.0,45.0, India  update,2018,9,22,12
713,717,Exploring a new hobby of photography during free time. Capturing moments through a lens.  analysis, Neutral ,2023-10-10 14:15:00 analysis, PhotographyHobbyHighSchool  bad, Instagram  analysis, #PhotographyJourney #HighSchoolHobbies  review,25.0,49.0, UK update,2023,10,10,14
251,255," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment.  analysis", Proud ,2019-12-10 12:20:00 analysis, OakAchiever  bad, Twitter  analysis, #Proud #BranchesOfAchievement  review,25.0,50.0, Canada  update,2019,12,10,12
174,176, Envy eats away at me as I see others' prosperity.   analysis, Envy            ,2018-11-07 11:30:00 analysis, CovetousMind      bad, Instagram  analysis, #Envy #Desire                                 review,10.0,20.0, Canada         update,2018,11,7,11
545,549,"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage.  analysis", Captivation ,2017-09-10 20:15:00 analysis, TennisEnthusiastGrandSlamDrama  bad, Twitter  analysis, #Captivation #TennisRivalry  review,28.0,55.0, UK  update,2017,9,10,20
80,82, The state of corruption in our society is utterly disgusting.  analysis, Disgust      ,2023-02-21 18:20:00 analysis, AntiCorruption   bad, Twitter   analysis, #Disgust #Corruption                          review,18.0,35.0, UK          update,2023,2,21,18
402,406,Radiant joy akin to blossoming flowers on a sunlit spring morning.  analysis, Radiance      ,2022-05-05 10:15:00 analysis, SpringEnthusiast  bad, Facebook  analysis, #Radiance #SpringBlooms                  review,25.0,50.0, Netherlands      update,2022,5,5,10
643,647,"Survived a challenging physics exam. Equations, you won't defeat me!  analysis", Relief ,2023-08-01 13:30:00 analysis, PhysicsWhizHighSchool  bad, Instagram  analysis, #PhysicsSurvivor #HighSchoolAdventures  review,20.0,40.0, USA update,2023,8,1,13
81,83, Overflowing happiness: welcoming a new family member!   analysis, Happiness    ,2023-02-22 10:00:00 analysis, NewParentJoy     bad, Instagram  analysis, #Happiness #NewFamilyMember                  review,30.0,60.0, UK            update,2023,2,22,10
727,731,Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!  analysis, Happy ,2016-09-14 12:30:00 analysis, TrackFieldSuccessHighSchool  bad, Twitter  analysis, #AthleticAchievement #HighSchoolSports  review,26.0,51.0, Canada update,2016,9,14,12
263,267," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.  analysis", Grateful ,2022-03-12 19:55:00 analysis, StarNavigator  bad, Twitter  analysis, #Grateful #GuidingStar  review,19.0,38.0, Australia  update,2022,3,12,19
597,601,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape  analysis, Excitement ,2023-06-05 10:00:00 analysis, AdventureSeeker  bad, Instagram  analysis, #GetawayGoals #TeenTravel  review,18.0,35.0, UK update,2023,6,5,10
282,286," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.  analysis", Playful ,2018-08-22 17:20:00 analysis, CarnivalDreamer  bad, Facebook  analysis, #Playful #CarnivalEscapade  review,24.0,48.0, Australia  update,2018,8,22,17
616,620,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry  analysis", Joy ,2023-06-24 16:15:00 analysis, ArtisticSenior  bad, Twitter  analysis, #CreativityAtAnyAge #SeniorCreativity  review,22.0,45.0, Canada update,2023,6,24,16
340,344,"Reflecting on life's journey, grateful for the lessons learned.  analysis", Gratitude   ,2018-12-05 08:45:00 analysis, LifeLearner    bad, Twitter   analysis, #Gratitude #LifeLessons                     review,35.0,70.0, Brazil             update,2018,12,5,8
503,507,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise.  analysis", Serenity ,2019-10-28 14:15:00 analysis, MaldivesSailor  bad, Facebook  analysis, #Serenity #ParadiseWhispers  review,22.0,45.0, Maldives  update,2019,10,28,14
176,178, Disgust at the sight of injustice and cruelty.      analysis, Disgust         ,2019-02-11 09:45:00 analysis, DisgustedHeart    bad, Twitter   analysis, #Disgust #Injustice                           review,7.0,15.0, India         update,2019,2,11,9
121,123, Feeling a sense of fulfillment after reaching a milestone. analysis, Fulfillment  ,2019-03-28 18:20:00 analysis, MilestoneAchiever bad, Facebook  analysis, #Fulfillment #Milestone                        review,22.0,45.0, India      update,2019,3,28,18
323,327," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.  analysis", Fearful ,2023-01-07 03:30:00 analysis, NightPrisoner  bad, Twitter  analysis, #Fearful #LurkingMonsters  review,18.0,36.0, India  update,2023,1,7,3
569,573,"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape.  analysis", Imagination ,2021-10-08 20:30:00 analysis, BookwormCaptivatingNovelEscape  bad, Facebook  analysis, #Imagination #LiteraryEscape  review,35.0,70.0, Japan  update,2021,10,8,20
239,243," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.  analysis", Numbness        ,2021-11-30 15:30:00 analysis, TurbulentShield    bad, Instagram  analysis, #Numbness #EmotionalStorms                review,10.0,20.0, Canada         update,2021,11,30,15
106,108, Excitement for a weekend road trip to explore new places.  analysis, Excitement ,2023-03-02 16:45:00 analysis, RoadTripper2     bad, Twitter   analysis, #Excitement #WeekendAdventure                review,25.0,50.0, India      update,2023,3,2,16
126,128, Serenity found in the pages of a favorite book.         analysis, Serenity      ,2011-09-22 19:30:00 analysis, BookLover3       bad, Instagram  analysis, #Serenity #BookTime                            review,22.0,45.0, UK           update,2011,9,22,19
434,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude.  analysis", Melancholy ,2017-03-12 23:30:00 analysis, SerenadeOfSolitude  bad, Twitter  analysis, #Melancholy #QuietSerenade              review,18.0,35.0, UK          update,2017,3,12,23
481,485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection.  analysis", Love ,2022-11-15 20:45:00 analysis, MelodyOfLove  bad, Twitter  analysis, #Love #RhythmOfAffection  review,35.0,70.0, USA  update,2022,11,15,20
374,378,Enveloped in serenity while practicing mindfulness by the lake.     analysis, Mindfulness   ,2017-10-20 08:15:00 analysis, ZenSeeker        bad, Instagram  analysis, #Mindfulness #LakeTranquility             review,35.0,70.0, Canada            update,2017,10,20,8
387,391,Heartfelt gratitude for the laughter shared during a family reunion.  analysis, Gratitude  ,2017-12-28 19:15:00 analysis, FamilyGatherer  bad, Facebook  analysis, #Gratitude #FamilyLaughter               review,22.0,45.0, Austria          update,2017,12,28,19
488,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph.  analysis", Success ,2017-11-15 22:30:00 analysis, FireworksTriumph  bad, Instagram  analysis, #Success #NightSkyTriumph  review,22.0,45.0, Japan  update,2017,11,15,22
47,48, Attending a virtual reality meetup.                 analysis, Positive  ,2023-01-30 18:30:00 analysis, VRMeetup      bad, Twitter   analysis, #VRMeetup #VirtualReality                review,28.0,55.0, India     update,2023,1,30,18
401,405,A burst of artistic creativity in the quietude of an artist's studio.  analysis, ArtisticBurst ,2015-09-01 16:00:00 analysis, StudioArtist     bad, Twitter   analysis, #ArtisticBurst #StudioCreativity        review,15.0,30.0, Italy            update,2015,9,1,16
142,144, Hopeful about the prospects of a new business venture. analysis, Hope          ,2017-12-08 19:15:00 analysis, EntrepreneurHope bad, Facebook  analysis, #Hope #BusinessVenture                         review,22.0,45.0, Canada     update,2017,12,8,19
578,582,"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity.  analysis", Runway Creativity ,2015-11-10 21:00:00 analysis, FashionEnthusiastDesignerShowcase  bad, Instagram  analysis, #RunwayCreativity #FashionInnovation  review,28.0,55.0, Italy  update,2015,11,10,21
389,393,Euphoria floods in as the final puzzle piece clicks into place.        analysis, Euphoria   ,2022-06-08 15:30:00 analysis, PuzzleSolver     bad, Instagram  analysis, #Euphoria #PuzzleCompletion             review,20.0,40.0, Denmark          update,2022,6,8,15
27,28, Learning a new language for personal growth.        analysis, Positive  ,2023-01-23 16:20:00 analysis, LanguageLearner bad, Facebook  analysis, #LanguageLearning #PersonalGrowth        review,25.0,50.0, India      update,2023,1,23,16
731,735,"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food!  analysis", Happy ,2020-02-29 20:45:00 analysis, MulticulturalFestivalJoyHighSchool  bad, Facebook  analysis, #CulturalCelebration #HighSchoolUnity  review,21.0,43.0, UK update,2020,2,29,20
85,87, Enjoying every moment of this trip—pure enjoyment!       analysis, Enjoyment    ,2023-02-23 19:45:00 analysis, TravelExplorer   bad, Facebook  analysis, #Enjoyment #Travel                            review,25.0,50.0, USA  update,2023,2,23,19
439,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss.  analysis", Desperation ,2019-04-30 14:00:00 analysis, WhisperedDespair  bad, Instagram  analysis, #Desperation #GlimmerOfHope             review,22.0,45.0, France     update,2019,4,30,14
144,146, Compassion shown through acts of kindness in the community. analysis, Compassion,2019-01-15 14:50:00 analysis, KindnessInAction bad, Instagram  analysis, #Compassion #CommunityKindness                review,18.0,35.0, Australia  update,2019,1,15,14
41,42, Planning a garden makeover for spring.              analysis, Positive  ,2023-01-28 14:45:00 analysis, GardenPlanner  bad, Twitter   analysis, #Gardening #Spring                      review,25.0,50.0, USA       update,2023,1,28,14
339,343,Excitement builds as the countdown to a long-awaited vacation begins.  analysis, Excitement ,2023-01-10 12:00:00 analysis, VacationDreamer  bad, Instagram  analysis, #Excitement #VacationCountdown         review,30.0,60.0, France             update,2023,1,10,12
228,232," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas.  analysis", Confusion       ,2021-05-02 11:45:00 analysis, MazeNavigator      bad, Facebook  analysis, #Confusion #ThoughtLabyrinth               review,14.0,28.0, Australia     update,2021,5,2,11
365,369,Wonderment at the beauty of a double rainbow after the rain.      analysis, Wonderment    ,2017-06-12 18:20:00 analysis, RainbowChaser    bad, Twitter   analysis, #Wonderment #DoubleRainbow                review,35.0,70.0, USA                update,2017,6,12,18
509,513,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves.  analysis", Tranquility ,2023-02-28 16:20:00 analysis, KyotoBambooSeeker  bad, Facebook  analysis, #Tranquility #ZenWisdom  review,25.0,50.0, Japan  update,2023,2,28,16
32,33, Enjoying a cup of tea and watching the sunset.      analysis, Positive  ,2023-01-25 18:00:00 analysis, SunsetWatcher bad, Twitter   analysis, #TeaTime #Sunset                        review,15.0,30.0, India     update,2023,1,25,18
513,517,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale.  analysis", Enchantment ,2021-05-10 19:45:00 analysis, SwiftieDreamer  bad, Facebook  analysis, #Enchantment #TaylorSwift  review,30.0,60.0, USA  update,2021,5,10,19
587,591,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements  analysis, Satisfaction ,2023-05-26 14:20:00 analysis, GroupGenius  bad, Twitter  analysis, #TeenSuccess #ProjectMiracle  review,28.0,55.0, UK update,2023,5,26,14
432,436,"Painful echoes of a love once cherished, now lost in the abyss of time.  analysis", LostLove ,2016-11-22 09:45:00 analysis, AbyssOfTime      bad, Facebook  analysis, #LostLove #PainfulEchoes                review,22.0,45.0, Netherlands   update,2016,11,22,9
270,274," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.  analysis", Contentment ,2019-04-27 09:50:00 analysis, RiverNavigator  bad, Instagram  analysis, #Contentment #TranquilWaters  review,20.0,40.0, Canada  update,2019,4,27,9
535,539,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow.  analysis", Touched ,2021-01-15 18:00:00 analysis, DramaEnthusiastHeartwarmingMoments  bad, Instagram  analysis, #Touched #FamilyDramaMoments  review,28.0,55.0, India  update,2021,1,15,18
589,593,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife  analysis", Surprise ,2023-05-28 12:00:00 analysis, ExcitementSeeker  bad, Facebook  analysis, #ClassEvent #TeenExcitement  review,18.0,35.0, USA update,2023,5,28,12
110,112," Revisiting old memories, feeling a sense of elation.  analysis", Elation       ,2010-05-15 15:30:00 analysis, NostalgiaFan     bad, Twitter   analysis, #Elation #Memories                              review,20.0,40.0, Canada     update,2010,5,15,15
288,292," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.  analysis", Confident ,2021-01-15 13:00:00 analysis, DanceStrider  bad, Facebook  analysis, #Confident #DanceOfLife  review,23.0,46.0, Canada  update,2021,1,15,13
461,465,"In the void of heartache, echoes of a love song play, each note a pang of longing.  analysis", Heartache ,2022-07-10 22:15:00 analysis, LoveSongEcho  bad, Instagram  analysis, #Heartache #LoveSongLonging  review,30.0,60.0, Japan  update,2022,7,10,22
258,262," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation.  analysis", Hopeful ,2023-10-05 07:30:00 analysis, SunriseNavigator  bad, Facebook  analysis, #Hopeful #SunriseOfPossibilities  review,12.0,24.0, USA  update,2023,10,5,7
540,544,"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending.  analysis", Satisfaction ,2020-09-10 19:45:00 analysis, FilmCriticSatisfactionSeeker  bad, Twitter  analysis, #Satisfaction #FulfillingEnding  review,22.0,45.0, Brazil  update,2020,9,10,19
141,143, Gratitude for the supportive community around me.     analysis, Gratitude     ,2013-04-20 10:30:00 analysis, CommunityLove    bad, Instagram  analysis, #Gratitude #CommunitySupport                    review,30.0,60.0, USA  update,2013,4,20,10
434,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude.  analysis", Melancholy ,2017-03-12 23:30:00 analysis, SerenadeOfSolitude  bad, Twitter  analysis, #Melancholy #QuietSerenade              review,18.0,35.0, UK          update,2017,3,12,23
480,484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie.  analysis", Friendship ,2018-08-28 16:00:00 analysis, FriendshipGarden  bad, Instagram  analysis, #Friendship #CamaraderieBlooms  review,30.0,60.0, South Africa  update,2018,8,28,16
156,158, Empowerment through learning a new skill.             analysis, Empowerment   ,2014-07-10 13:15:00 analysis, SkillEmpower     bad, Instagram  analysis, #Empowerment #SkillBuilding                    review,25.0,50.0, India    update,2014,7,10,13
630,634,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy  analysis", Contentment ,2023-07-08 16:00:00 analysis, SeniorPicnicHost  bad, Twitter  analysis, #FriendshipSunshine #SeniorMemories  review,30.0,60.0, Canada update,2023,7,8,16
250,254," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.  analysis", Hopeful ,2022-04-18 08:00:00 analysis, DreamPainter  bad, Instagram  analysis, #Hopeful #CanvasOfDreams  review,12.0,24.0, India  update,2022,4,18,8
490,494,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride.  analysis", Thrill ,2019-03-28 15:30:00 analysis, EmotionCarnival  bad, Instagram  analysis, #Thrill #WildHeartRide  review,35.0,70.0, South Africa  update,2019,3,28,15
442,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse.  analysis", Regret ,2022-04-18 11:30:00 analysis, RemorseWalker  bad, Instagram  analysis, #Regret #PathOfRemorse  review,25.0,50.0, Canada  update,2022,4,18,11
656,660,Mastering the art of the perfect doodle during boring classes. Doodles: A+!  analysis, Joy ,2023-08-14 16:15:00 analysis, DoodleMasterHighSchool  bad, Twitter  analysis, #DoodleMaster #HighSchoolArt  review,20.0,40.0, USA update,2023,8,14,16
112,114," Embracing the beauty of nature, a moment of contentment.  analysis", Contentment   ,2011-06-20 14:45:00 analysis, NatureLover2     bad, Facebook  analysis, #Contentment #Nature                            review,25.0,50.0, India        update,2011,6,20,14
699,703,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.  analysis, Hate ,2023-09-26 14:15:00 analysis, GamingToxicityHighSchool  bad, Twitter  analysis, #OnlineGaming #HighSchoolGamer  review,16.0,32.0, USA update,2023,9,26,14
19,19, Winter blues got me feeling low.                    analysis, Negative  ,2023-01-20 15:15:00 analysis, WinterBlues   bad, Instagram  analysis, #WinterBlues #Mood                       review,8.0,15.0, USA        update,2023,1,20,15
316,320," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand.  analysis", Frustrated ,2020-09-03 12:15:00 analysis, BrokenThreads  bad, Facebook  analysis, #Frustrated #SlippingThreads  review,14.0,28.0, UK  update,2020,9,3,12
566,570,"Connecting with the melody of a live orchestra, the music enthusiast experiences a symphony that resonates deep within the soul.  analysis", Harmony ,2016-08-22 19:45:00 analysis, MusicLoverLiveOrchestraExperience  bad, Facebook  analysis, #Harmony #OrchestraMelody  review,18.0,35.0, UK  update,2016,8,22,19
435,439,"Bitterness like a poison, seeping into every crevice of the wounded heart.  analysis", Bitterness ,2015-12-15 16:15:00 analysis, PoisonedHeart    bad, Facebook  analysis, #Bitterness #WoundedHeart               review,25.0,50.0, Australia    update,2015,12,15,16
105,107, Confusion surrounds me as I navigate through life's choices.  analysis, Confusion ,2023-03-02 13:15:00 analysis, ConfusedMind3    bad, Instagram  analysis, #Confusion #LifeChoices                      review,30.0,60.0, USA    update,2023,3,2,13
128,130, Hopeful about the possibilities of a new journey.       analysis, Hope          ,2013-12-05 16:00:00 analysis, JourneyOptimist  bad, Twitter   analysis, #Hope #NewBeginnings                           review,18.0,35.0, Canada     update,2013,12,5,16
683,687,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!  analysis, Excitement ,2023-09-10 20:45:00 analysis, SmoothieConnoisseurHighSchool  bad, Instagram  analysis, #HealthyLiving #HighSchoolWellness  review,23.0,42.0, UK update,2023,9,10,20
527,531,"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection.  analysis", Connection ,2016-05-15 19:30:00 analysis, U2ConnectionSeeker  bad, Instagram  analysis, #Connection #U2Anthem  review,25.0,50.0, Ireland  update,2016,5,15,19
560,564,"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them.  analysis", Despair ,2018-12-15 20:15:00 analysis, SoccerPlayerOwnGoalMoment  bad, Twitter  analysis, #Despair #OwnGoal  review,22.0,45.0, Spain  update,2018,12,15,20
494,498,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy.  analysis", Joy ,2021-04-02 18:20:00 analysis, KeukenhofAdventurer  bad, Instagram  analysis, #Joy #SpringtimeColors  review,35.0,70.0, Netherlands  update,2021,4,2,18
559,563,"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits.  analysis", Challenge ,2022-01-08 21:30:00 analysis, WeightliftingFanFailedRecord  bad, Facebook  analysis, #Challenge #WeightliftingFailure  review,35.0,70.0, Germany  update,2022,1,8,21
144,146, Compassion shown through acts of kindness in the community. analysis, Compassion,2019-01-15 14:50:00 analysis, KindnessInAction bad, Instagram  analysis, #Compassion #CommunityKindness                review,18.0,35.0, Australia  update,2019,1,15,14
86,88, Admiring the dedication of volunteers at a local charity.  analysis, Admiration   ,2023-02-24 11:30:00 analysis, CharityAdmirer   bad, Twitter   analysis, #Admiration #Volunteers                      review,20.0,40.0, USA         update,2023,2,24,11
115,117," Hopeful for a brighter tomorrow, despite challenges.   analysis", Hope          ,2013-04-05 19:30:00 analysis, OptimisticSoul   bad, Facebook  analysis, #Hope #Optimism                                 review,22.0,45.0, USA       update,2013,4,5,19
343,347,Admiration for the intricate details of a handcrafted masterpiece.  analysis, Admiration    ,2019-08-20 16:00:00 analysis, CraftEnthusiast  bad, Instagram  analysis, #Admiration #HandcraftedArt                review,25.0,50.0, USA                update,2019,8,20,16
709,713,Collaborating on a school project with peers. Teamwork makes the dream work.  analysis, Neutral ,2023-10-06 17:30:00 analysis, SchoolProjectCollaborationHighSchool  bad, Twitter  analysis, #Teamwork #HighSchoolProjects  review,18.0,36.0, Canada update,2023,10,6,17
216,218," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace.  analysis", Serenity        ,2020-04-12 19:30:00 analysis, OceanSoul          bad, Instagram  analysis, #Serenity #OceanRetreat                    review,25.0,50.0, Canada         update,2020,4,12,19
206,208," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world.  analysis", Serenity        ,2021-07-03 19:00:00 analysis, NatureSoul         bad, Twitter   analysis, #Serenity #NatureRetreat                    review,12.0,25.0, Australia     update,2021,7,3,19
209,211," Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas.  analysis", Confusion       ,2021-05-15 11:45:00 analysis, ThoughtExplorer    bad, Twitter   analysis, #Confusion #ThoughtLabyrinth               review,15.0,30.0, UK             update,2021,5,15,11
307,311," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach.  analysis", Envious ,2021-02-28 22:45:00 analysis, GildedHeartache  bad, Facebook  analysis, #Envious #GildedPrize  review,20.0,40.0, USA  update,2021,2,28,22
286,290," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.  analysis", Free-spirited ,2020-06-10 10:05:00 analysis, DreamSoarer  bad, Twitter  analysis, #FreeSpirit #WingsOfDreams  review,22.0,44.0, UK  update,2020,6,10,10
136,138, Elation after achieving a personal goal.                analysis, Elation       ,2021-03-02 09:30:00 analysis, GoalAchiever2    bad, Facebook  analysis, #Elation #PersonalAchievement                 review,25.0,50.0, USA       update,2021,3,2,9
470,474,"The echoes of solitude, a silent conversation between a soul and its shadows.  analysis", Solitude ,2016-06-15 22:30:00 analysis, EchoedConversation  bad, Instagram  analysis, #Solitude #ShadowConversation  review,30.0,60.0, Spain  update,2016,6,15,22
1,1, Traffic was terrible this morning.                  analysis, Negative  ,2023-01-15 08:45:00 analysis, CommuterX     bad, Twitter   analysis, #Traffic #Morning                         review,5.0,10.0, Canada    update,2023,1,15,8
173,175, Helplessness sinks in as challenges pile up.        analysis, Helplessness    ,2020-06-20 14:20:00 analysis, OverwhelmedHeart   bad, Twitter   analysis, #Helplessness #Overwhelmed                     review,8.0,15.0, Australia     update,2020,6,20,14
59,61, Sharing love and positive vibes with everyone! ❤️       analysis, Love         ,2023-02-14 08:30:00 analysis, LoveSpreader     bad, Twitter   analysis, #Love #SpreadLove                             review,15.0,30.0, Australia   update,2023,2,14,8
615,619,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers  analysis", Contentment ,2023-06-23 18:45:00 analysis, WineConnoisseur  bad, Instagram  analysis, #LifeWellLived #SeniorWine  review,28.0,55.0, UK update,2023,6,23,18
648,652,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air!  analysis, Positive ,2023-08-06 14:00:00 analysis, OutdoorClassHighSchool  bad, Facebook  analysis, #OutdoorClassroom #HighSchoolExplorer  review,28.0,55.0, USA update,2023,8,6,14
570,574,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story.  analysis", Vibrancy ,2019-03-22 21:45:00 analysis, PhotographyEnthusiastMarketMoments  bad, Instagram  analysis, #Vibrancy #MarketStories  review,22.0,45.0, Australia  update,2019,3,22,21
203,205," Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.  analysis", Ambivalence     ,2022-05-30 11:30:00 analysis, MixedFeelings      bad, Twitter   analysis, #Ambivalence #UncertainChoices              review,12.0,25.0, Canada         update,2022,5,30,11
596,600,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef  analysis, Pride ,2023-06-04 19:30:00 analysis, HomeChef  bad, Twitter  analysis, #CookingSuccess #TeenCook  review,25.0,50.0, USA update,2023,6,4,19
704,708,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.  analysis, Sad ,2023-10-01 14:15:00 analysis, MissedEventBluesHighSchool  bad, Facebook  analysis, #MissedMoments #HighSchoolRegret  review,20.0,39.0, UK update,2023,10,1,14
555,559,"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports.  analysis", Sympathy ,2021-04-05 20:15:00 analysis, GymnasticsFanRoutineFall  bad, Instagram  analysis, #Sympathy #GymnasticsFall  review,28.0,55.0, Japan  update,2021,4,5,20
